uid,text,label,split
21824,nice hume coutur craconnexionsarc great event wonder peopl,2.0,train
21827,damn sure ki yeh opposit waalo ki harkatein hai elect govern ko badnaam karn ke liy maana ki bhakt,0.0,train
21828,pandit realli suprb seduct cool excit watch movi watch guy gon na set screen nan,2.0,train
21832,wow amitji kya baat kahi h aapn realli admir u & u r truli inspir person nan,2.0,train
21835,break stereotyp easi step take father daughter properti give away nan,1.0,train
21837,sonu bjp ne 15 ticket diy ek ko bhi vote ni diya tum logo ne vote doge cong,0.0,train
21838,tou phir amirliaquat sahab ko ye maloom nhi hoga warna wo haqooq ul,1.0,train
21841,bahut khub indian jis indian ko dhram ke nam pe ek terrorist ka virodh karn ki aukat nhi wo btata hai ki,0.0,train
21844,aap aag badt rahe mere bharat des ko aag garv h ki ap pm bane mubarak ho par es grib viklang ko p,2.0,train
21845,sena srinagar muslim india much better condit,2.0,train
21846,24k yourdad sala bhan ka land tera gand dam nhi hai k nan,0.0,train
21849,superb akala ko kikiligin lang ako pero mas madami ata iyaaak ko tulo sipon pa realli love movi ang dami k nan,2.0,train
21851,manzoor miyan thank much & like poetri appreci boost zeal & mo,2.0,train
21852,# कबीर_साहेब_प्राकट्य sab duniya mein khushi ki lahor kyunki kabir parmeshwar ji apni leela jagat guru rampal ji,2.0,train
21854,( sorri shubham bai mena apka reaction video chanc miss kar dia 🙏🙏🙏 pleas angl haft,1.0,train
21855,han 2024 world cup mein behtr hoga agar sport ko serious liya gyaa nan,2.0,train
21857,pakistani pakistan bhar ki khawaten ne kiya waseem akram ko challeng nan,1.0,train
21858,nikl le mulli kahi agar etni hi javan paki chalati kab ki teri juban bahar khich leta paki,0.0,train
21859,sir sbse phele book salman khan super star bharat movi ka hume besabri se intzar ab khtm hone wala super jodi sal kaif bharatwithfamili nan,2.0,train
21862,satya ki jeet hamesa hoti hai pragya thakur par congress bahut julm kiy lekin satya kabhi haa nan,2.0,train
21864,apna dimag khud hi mat lagaen 5 ladi mad issu metro tok,0.0,train
21866,aaj k desh k haalaaat kuch istrah se hai zainab arz karta hun ek hi ullu kafi hai,0.0,train
21872,nope still think happi enough new album hit face like las,1.0,train
21879,janwaron ke sath koi rishta rakhna hi nahi chahiy kyu gay kyu baar baar haath bhadat ho,0.0,train
21880,ka product fake hota duplic hota hai sandisk ke naam pe local market wala pro nan,0.0,train
21882,gandhi famili ke joot chatna nahi chhodog besharmo shame nan,0.0,train
21885,774 ind much taken rahul tweet bro everyon knw made india nan,1.0,train
21886,bhai paisa bachan ke chakkar pe kfc ki jagah afc se order karog aur khana kharab hai,0.0,train
21889,wajjo khann aw sweet zaror zaror inshaallah 😍😍 nan,2.0,train
21893,mc sab bada account ek dusr ko ff de bhosdi walo aur ye sab sale congress ke virodhi hao kism ek bada karan h,0.0,train
21894,ab apni baato pe mukamm kariy janab chhodiy ye polit aur band kariy bakwa,1.0,train
21895,degre criteria politician need money power muscl power,1.0,train
21896,spur jeet jae bs liverpool kutta ki mout haray nan,0.0,train
21897,bilkul sahi worst network alsi experiec bad network worst provid nan,0.0,train
21898,shoaib bhai world cup main acha perform dani ha ap na kion kanyeahnap ka akhri world cup ha nan,1.0,train
21899,najar east africa love stay strong nan,1.0,train
21902,cute badshah beauti style za bb,2.0,train
21903,gurugram polic ki report dekhlo bewakuf aadami media ki report per bayan dene wale sansad sah,0.0,train
21904,sabor de mar special place unassum unpretenti realli realli great seafood - prepar perfect,1.0,train
21905,ind screenshot team support team india 🇮🇳 & would love bethe12thman favorit,2.0,train
21906,bacchi hey see account ek dum celebr wala lag raha hai ✌️😂😂😂 nan,1.0,train
21909,sos lo que siempr quis estoy full agradecida con la vida porqu est á conmigo love choki loqui 😘❤️ nan,1.0,train
21910,sare choro ka av poll khul rha hai kejri bhnchod v chor nikla schta tha sala ye acha leader hoga ye v chor nikla nan,0.0,train
21911,firrangi melay eid tay tapray tumalay taplo thi athay hn 😂😂 nan,1.0,train
21912,nahi yara bachay kbh badtmeez nahi hote yeah parent pe depend krta hai wo apn bachon ki kyse tarbyt krte hain 🙂 nan,0.0,train
21914,noor apki profil ki eik achi baat yeh bhi hy hr achi chez dekhni mil jati hy allah apku bhi hamesha hmasha khush rakhi nan,2.0,train
21916,dilip ghosh jindabad bjp jindabad narendra modi jindabad narendra modi jindabad nan,2.0,train
21918,nitingadkari gadkariji bhadai ho main pehel modijiko chtti likha tha lekin jawab nahi aaya mera idea hai ki,0.0,train
21920,offici join bjp abhi bhi logo ko ulloo hi banaati rahogi patrakar bankar ? ? ? nan,0.0,train
21923,54 dukh hamen bhe bht howa h lekin dill se best luck 👍👍 tum jeeto ya haaro hamain tum se pyaar h ... 🤩…,2.0,train
21926,sorri u cant step insid parliament jaisi jiski aukad waisi uski halat nan,0.0,train
21928,bday celebr prateek pal naveen n shailesh – celebr birthday nan,2.0,train
21929,said elect time apolog peopl india congrat modiji huge victori want,2.0,train
21930,& see phrase came u pa talaga 3ggere much well yea im big fan streetfood &,1.0,train
21932,verri puka ni valla fanz andaru matalu padalsivastundi kutta muskoni lawda ga musugu na madda nan,0.0,train
21933,har har mahadev b j p parti jindabaad bharat mata ki jay,1.0,train
21934,crore mubrk ho shdi fix honi ki 😂😂😂😂😂 nan,2.0,train
21935,oh tumko bahut taklif horaha hai ke rahul bana pm nahi ban pay koi nahi main suna ki rahul bang,0.0,train
21936,india-porkistan k batwar se pehl kiska tha ghanta baja rahe hain hamar fauji bhai wahan sun n,0.0,train
21938,🌹 good morn almighti papa ji 🌹 💕 plz bless & famili sewa sumiran parmarth ka bal 💪… nan,2.0,train
21939,patrag sale bhdwe hai ye gaddar inh desh se nikalo bc ko harami ki aulad inh kyu baksha jaa r,0.0,train
21940,haqu truck ki batti ki peechay mat lgao 18+ messag bhejn walay buddhay uncl perform worst nan,0.0,train
21941,ranjini adhu enna best team win ynwa 🙏 nan,2.0,train
21943,ima ca n't merciless callous heart fill love ali ibn abi talib ع . ca n't oppressor nan,2.0,train
21946,hate lie mard ko hamsha pak daman neik pard ki paband larki ki khuwaesh hoti ha phr chahi uski gf beparda ho agr tum us se nan,1.0,train
21948,enthai ki phati hoi gashti randi ki olad ho tum jo fitni fasad ko phealati ho jan bojh kar alla,0.0,train
21950,wow maza aagya jcbkikhudaai,2.0,train
21952,watch damn sure movi get great respons bhayya expect,2.0,train
21953,ki ham kisi aaphi employe hai vaha 8ghanta imandari se kam kare taki har kam sahi roop teji se aag barh,0.0,train
21954,sitaron ke khwaab dekhn waalon humn chaand ko paida kiya hai merri christma,2.0,train
21955,yusk good song nan,2.0,train
21957,avra sir aap shayad sirf khudko hoshiyar aur baakiyon ko bewkuf samajht hain bjp ram ka naam lek,0.0,train
21958,cute boy ... . ! god bless bro allah ka,2.0,train
21959,good day didi per confirm receiv someon technic team contact,1.0,train
21960,sinc around smile lot use charot haha nan,1.0,train
21961,achi sooch hai sir allah kri continu rhi nan,2.0,train
21964,jo parti 0 run pe all-out ho gay aaj vo gyan de rahe hai pahel 0 pe karo kiuki bjp 1,0.0,train
21967,shah sir ne bola hai ab movi bhi dekhunga best luck look forward see u silver screen nan,2.0,train
21968,make peac everyon peopl die wallahi life noth never know die anytim ! 💔 death await nan,1.0,train
21969,54 still let forget best 💖 tum jeeto ya haro hamain tums pyar hai 🇵🇰👍…,2.0,train
21970,om gazab ye kya ho raha hai apn desh aur kitn shadyantra ab nahi chaleng bahu,0.0,train
21971,aaj ak vidio dekha tha jism ak manorma bol raha tha ki india ke baap pakistan hai jabki hakikt hai ki pakistan k,0.0,train
21972,nice one khaya 😂 “ think simpl rule life never write anyon ” tabl,2.0,train
21973,modi ji aap se ek question hai jaha pr 10 kadam ki doori pr dispensari hai wahan par 20 kadam ki doo,1.0,train
21975,got opportun meet mam sought bless wish best health 🙏😀,2.0,train
21976,ham boy 's yahe think karta hai ke kas mara life koe gf raht mave uska sath pyara sa jindagi betata love,2.0,train
21977,aerigirl ahhhh hindi pla nagsend thank ate dhang jullenor bebeb shein love frenni lucki guy 😭😭… nan,2.0,train
21978,bahut hi pyara ekta ka sutra hai bahut bure logo,2.0,train
21979,yeah sure u b movi freak u fit watch 😂 dey suffer ur sick kraaa 4day,1.0,train
21980,ati kar di besharmi ki prabhu inteha ho gyi hai ab isteefa iss jyada sitam na kro janta pe 🙏,0.0,train
21982,rashid isi ko kaht hain ram rajya agar sarkar gundo ke saath wohi salook nahi karti hai aisi sarkar ki nan,0.0,train
21983,har tensn k jad ki ek hi dwa sandeep maheswari show 😋😋 nan,2.0,train
21984,artha ye bhn k lode isk jese sale chewtiya logo ko hi sabs phle bengal chutiya kata tha angr,0.0,train
21985,famili debat ek bjp seek ham hindu seek hindu mahasabha se ek bjp k samarthaka,1.0,train
21986,list aur bhi bht lambi hai pr ye wo log hai jink baap dada mama rajneeta aur ab sb ko janneta mann pe majb,0.0,train
21987,brother sir ne yeh bhi btaya ki kyun kya jab bhi aap unk kaam ko nh,2.0,train
21988,truecompanion ji 🌹 good morn papa ji 🌹 plz come back papa ji plz bless sewa simrn parmarth nd nan,2.0,train
21989,fadnavi rememb shri atalji forev entir life vand taram jai hind nan,2.0,train
21992,jo hindu cong ko bhagawan manat hai unak paidai farak hai nam keval hindu ka hai,0.0,train
21995,dear babi first respect pakistani malala one aapki parwarish bahut h,2.0,train
21996,ahmed13 aaap bhi gay hai world cup mein,2.0,train
21997,saheb evm jb tk band ni hoga ye chor ais hi jitega evm sistem dammag nan,0.0,train
21999,hahahaha yeh smriti hai ji ab yeh fake tweet nahi chalegi,2.0,train
22000,bura waqt paagal ko bhi nhi bhoolta tum normal lgti ho abhi 😒 nan,1.0,train
22001,bol hamari aik demand hy icc sy hamari har match barish honi chahy 😄😉 nan,1.0,train
22002,happi birthday pappa allah apko sehat wali lambi umar ata karay aur apka saya sada humaray sir pay salamat rakhay aameen nan,2.0,train
22004,jo mai dikhta hoon woh mai hoon nahi aur jo mai hoon usk liy dekhn ki avaskta hi nahi 😍 @ beatk sumedh,1.0,train
22005,bjp ke mp bjp ke mla aur bjp ke ghotal baj builder kaha mar gay abhi,0.0,train
22006,teri ammmi ka jhand nan,0.0,train
22010,redd friend girl fuck uhhh uhh bitch fuck dat nan,0.0,train
22011,sir gut simpli indecis,1.0,train
22012,modi jii achhaaaa khush khabri dijiy desh ki janta ko hope give posit result,2.0,train
22013,hello bhaiya namast main realm 2 phone use karta hu mujh esk use main bhut muskilo ka samna kar,1.0,train
22015,kalian mau tau gak kenapa yuvin pake gaya ini terus ? ? ?,0.0,train
22017,chor chor chor machay shor maryam bibi ramadan ka month guzar gaya,0.0,train
22019,ayyyi happi pride month lgbtq + honey valid love deserv world ❤️🧡💛💚💙💜 nan,2.0,train
22020,isc although bio seen math chutiya saali * add nootan pile * also tempest ki maa ki nan,0.0,train
22022,mean crush 💝 - love first sight .🤗 - mujh par iski gandi nazar hai .😕 kyacrush yaar 🙁 nan,1.0,train
22023,bless papa ji today last xam baithn ki himmat dena ach paper krke aau rehmat krna jii nan,2.0,train
22025,mansi k fav word 😻 frnd - bhai mussoori chlega - bhai dkhte hai 🤣 nan,1.0,train
22026,wow dat great courag & hardwork soch badlog tabhi toh desh badlega proud human definit h,2.0,train
22028,cosmetolog job might great fit click link bio see specialti beauti,1.0,train
22029,jcb ne bahut machayi khudai modi ji ke jeetn pe lakh lakh badhai 😂 nan,2.0,train
22032,2 tasweeren banwan k lye hi ye kart han phir na mareezon ko koi pochta hai na hi ye kahi,1.0,train
22033,n't comment islam ye jayaj hai chhi ghatiya dharm thu jo chhoti bachiyo ko v nan,0.0,train
22034,b j p jindabaad famili member sapotar b j p nan,2.0,train
22035,swadeshi 🙏 sikh punjab respect great son mother india hutatma sardar beant singh ji hutatma sardar satwant singh ji nan,1.0,train
22036,also thank 10k follow never follow alway guy happi might nan,2.0,train
22037,tum se ab koi relat nahi jab k tum apn dil mai sahaba ki mohbt nahi rakhti ahhhh ase logo se nafrat h,0.0,train
22039,approv hour need longer least compani one thing right still underpaid,0.0,train
22042,4myaa abe bc toh maraham patti karo photo kyu khich rhi ho 🙄 nan,0.0,train
22043,follow abeera one bestest friend ever ❤ . interact hy ❤ activ hy ❤ sub se bari bat dil ki,2.0,train
22044,agya koo would perform song better,2.0,train
22046,bharat mata ki jai bharat ke sbi voter sapotr ka kot kot dhanvad jino ne modi ji + bjp men visva kita ate vdi jit,2.0,train
22047,pray allah almighti night bring much good muslim communiti geog nan,2.0,train
22048,ye chutiy sachm kahas aata hai bc inko kaun pchta hai ye sb madarchod kch pta hai nai aajat khudki chu,0.0,train
22050,geo jhoot jhooot sirf jhooot jhangir tareeen ka koi lena dena nahi pmln sy 2002 mai pmlq j,0.0,train
22051,good best allah ka sukar hai k qoum ko imran khan ki kayadat main ak naik imandar aur ustad dost,2.0,train
22053,narendar sir congrat huge win sail employe huge fan made modi 11 team befor,2.0,train
22055,good even sir apka support hu hmesa rahunga aps bahut ummmidein sir mata ji ka,2.0,train
22057,bhai parti ek pariwar ki h chodn ko koi tyar nahi h presid chairman sb italian log h nan,0.0,train
22059,bhai sahab 🙏 mahr mp aap aap rhoge puri zindagi deepend bhai saab aapk naam h aap j,1.0,train
22060,urdu meri famili meb kaafi qabil lg hain kia unki pakistan koe jga nahi nan,0.0,train
22061,lamberghini 🐂 chalayi jaan 😁 love edit song 👌❤ lamborghini 's new edit car 🐂 lamborghinicar 😍❤ h nan,2.0,train
22063,jagtap77 dikhav ki mohbbat se dur rahta hu isliy mahadev ke nash chur rahta hoo har har mahadev 🙏🙏 nan,2.0,train
22064,hindi se problem hai toh marathi se padha dein divid india teach regio nan,2.0,train
22065,haa bahot maja aayegaa desh ko tere farmaish se besharam kab c,1.0,train
22066,half pakistani mullah die look dress hehe dharam khatr hai bhai ek aurat ki ajadi dekhkar nan,0.0,train
22067,happi birthday prachu may god bless lot happi love doll ❤😘 muhhhh nan,2.0,train
22068,honey haha thank much 💛 nan,2.0,train
22072,tum jais log ko ye kyu lagta hai ki bjp ko support nahi kar rha,1.0,train
22074,koi pareshani nahi behan yaha abhivyakti ki azaadi kyu ki gandhi ji se bade hamar,2.0,train
22075,ye hai modi j k chahet inko khud nahi pata ki ye kaha se janm hai shayad gutter se ya suar ki paida,0.0,train
22076,“ nail hair hip heel ” hit 2 million view 6 day ! ! ! thank thank thank ❤️❤️❤️,2.0,train
22077,sweet memori raj saab lil ranbirrajkapoor n riddhima sahni thank,2.0,train
22079,ppl say jab koyi film dekhn nahi gya ( even bhakt n chowkidar ) vote daaln kon gya ❌ nan,0.0,train
22082,delhi se rohtang pass ka bus ka kiraya kitna hai non ac garmi khatm hone se pahil bata dijiyega nan,1.0,train
22084,iska asli chehra pulwama terror attack ke time pe hi dikh gaya tha terror sympathis,2.0,train
22086,tum liber log 2014 chai wala ka majak udaya,1.0,train
22088,saala parodi bhi laluwa ki tarah burbak hai,0.0,train
22089,omg happen bump mere pyar prime minster netflix beauti made movi veri touch & e,2.0,train
22090,xd wah dost hon tow ase wan na see bomb pic u eid 🤩 nan,2.0,train
22091,* motiv work hard ca * good imag societi ❌ bhot sara paisa ❌,2.0,train
22092,daydream sorri iss cope mechan otherwis roti rehti hun nahi hota nan,1.0,train
22093,mbharat love mom dad maa baap sabk kismat mai nhi hote hai jiski kismat mai,2.0,train
22094,video naya ho ya purana baat ye kya aadmi ko panchayat ko polic ne pakda govern ne koi action,1.0,train
22095,best dear amit jee never forget take care modi jee 's health may god alway pranam nan,2.0,train
22101,happi birthday memori granda miss love much think alway give littl angel georg,2.0,train
22102,two children ab unk bapon ke naam mat puchho yehjawaanihaideewani nan,1.0,train
22103,beast dhoni like hatt bsdk chutiyapa mt kr 😂😂 nan,0.0,train
22104,ins na ho payega nonsens h asi hi polit karni h inh itn hi khayal h toh pak kya kar r,0.0,train
22105,kal tk jinko koi pochta b nai tha aj wo 10k 20k ki eidi ki pic laga hain beecceio kahn se chaap k note laa rahi ho 😤 nan,0.0,train
22107,sir g logo ko kuchl dooooo plzzzzzz pakistan zindabad pakistan armi zindabad pakistan 🇵🇰 love 🇵🇰 nan,0.0,train
22108,modi ji muslim christian ko prioriti kyu missionari free wahabi free rohangia free sab kanoon hindu ko seculariam ka nan,0.0,train
22109,bhakto aur kathit deshbhakt rashtravadiyon ko koi phark nahi padega tayyar hain ise pracharit karn,1.0,train
22110,kapil sir world best comedianaap ais hi sabko hasat rahe aur aap ka sho,2.0,train
22113,jay hind jay bharat everybodi everyon friend world na jhuth bane na hi kisi ko banay manaw,2.0,train
22114,quot nine-to-f one greatest atroc sprung upon mankind give life away function doe nan,1.0,train
22115,walia best koi kaam ho ti btaa dena nan,1.0,train
22117,dalaaal ko dalaaal nhi tu gobar kahega kia know media dalaal nan,0.0,train
22118,jo hindu jagah de rahe hai woh bewakuf hai kal ko ye log yahi namaj kare,0.0,train
22119,chowkidar ji jab tak aapk bahu betiyon ke sath esi harkat nahi hogi tab tak aapki yaki,0.0,train
22122,yar aayisha tera hath gajrela ne mere hath diya tha ye ustad e mohtaram kahan bata ke jaya karo,1.0,train
22124,tujh jaisa khud india ka loss mtlb sanghiyo aur bhakto ka loss bta rha h fir royega ki ham ( muzlim ) se nation ka pro nan,0.0,train
22125,tm phr maro ge aur kutt ki mout maro ge ct ki tarh wc b ... 😂😂😂 nan,0.0,train
22128,thegiftofeduc move inspir singh jiinsan free coach center open nan,2.0,train
22129,kj twt awwwi n't happi ; - ;,2.0,train
22131,pakistan ke halath aur halat dono hi kharab hai,0.0,train
22132,bhai tumko jo kehana hai wo kaho koi bhi kisi jaati ka ho wo pehal insaan hai apn karmo se,1.0,train
22133,aaj boht samos khane ka mann karra hei 😋😋😋😋 love ultim akshay kumar 😍😍,2.0,train
22137,rahul ji parti hit des hit aur garib hit presid se tyag nahi dena chahiy nan,1.0,train
22147,bhai still ddpd run theatr good occup & run till bhart arriv wait f,2.0,train
22149,modi sir jai hind aaj hindustan ki jit hui h aaj hmlogo ka hindustan jaat paat se utha h iska,2.0,train
22150,teri bahan hai kya mc dis kind q nan,0.0,train
22152,wonder strong six beauti strong women may allah give long life abl com,2.0,train
22153,kuch log apn dosto ko wish krne k liy itni stori daalt hai jais unk dosto ko janam unk maa-baap ne nahi,0.0,train
22159,ye wahi besharam hai jisn apn baap ki mitti paleet kar ke rakh di aur khud ki iski h,0.0,train
22160,veri happi see star truck 9xm apko khata dekh mera pet bhar gaya bhai nan,1.0,train
22161,bas jiska jata hai wohi janta hai 😔,1.0,train
22162,ha bilkul sahi keh rahi hai aap ... . @ sushmaswaraj ji ko hindustan kabhi,2.0,train
22163,jind jaan - offici trailer rajvir jawanda sara sharmaa upasana singh jaswind bhalla best song hd song,2.0,train
22165,ye lijiy proof agar abhi bhi lagta hai ki ye bhi gundon ( bjp ) ne karwaya hai sudhar jaiy ab,2.0,train
22167,sarkar tabh us nay fat fuck send ki 🙄😂 😳 nan,0.0,train
22170,tu yahi fake like laa paega 😀 elect band baj gai teri 😂 ab ulti ginti count krna start krde 😂 nan,1.0,train
22173,thep time krunchwithkhutso beauti readi ayi fanbeni gp 😊 nan,1.0,train
22178,ka dil gadh ne hindustani fauj ko gajar mooli samjha hai jais isk baap dada 1965,0.0,train
22180,race3 fdss tha mai 2 movi second show mai dekha hu tubelight & race3 thank god bharat fdfs dekhunga 😂 nan,2.0,train
22181,mohsin pakistan dr abdul-qad love 28 may dr abdul-qad ki himat lagan bahadori qabiliyat ko salam nan,2.0,train
22182,emoji deux awww name cat leela well,1.0,train
22185,,2.0,train
22187,tere baap ka hidustan hai kya meri marji jo bhi bolu india koi tere baap ki properti nahi hadhai,0.0,train
22188,miss kill nan,1.0,train
22189,allah pak os k dil ka darwaza kbi nai krta jo sb k lyhe ach ehsa aor dua dil rkhta ho aajzi nan,2.0,train
22190,k9 mujh bhi love aalo tikki 🤤 veget khaya kr ..😒 nan,1.0,train
22194,current captain se better khelo gi tajarba b hoga dilo se khelti hogi 😛 nan,0.0,train
22195,reason mamta daen attend oath ceremoni nan,1.0,train
22198,gloss dart hai bc hums 100 fandom tri unit stand one fandom laugh 😂😂 nan,1.0,train
22199,saw bts im emo af rn felt good today im sighhh,2.0,train
22202,made atalji proud predecessor bengal wait simpli want swarg hua hai bengal nan,2.0,train
22206,bhai tind hain sabzi wala nahi laana bhi mat iss area kabhi nan,1.0,train
22207,tum hote kon ho msd ke bare ais boln wale khud kuch kar nhi sakt ho aay ho msd ko batan tum na thoda,0.0,train
22208,tu use mention kar fir main aaunga uski marn @ / mohit sharma teri maa randi teri behan randi — kitna madarch,0.0,train
22209,bhaag bc kar de saabit ki tu ek baap ka nahi h aunti ji pakistan bhi jaati thi jais tu jaata,0.0,train
22212,modi agar danger hain bhosdi k 57 dallah miya ke countri bane huy hain vahi nikal jao nahi,0.0,train
22214,problem sir ji aapk muh kholn se hai jab bhi khulta h bakwa hi krta hai modi best still u,0.0,train
22215,mere hamesha khush rahiy bhaiya 🙏 may maa bless childr nan,2.0,train
22217,ok kuch snack banayiy match dekht dekht khane k liy nan,1.0,train
22219,damodar narendra modi ji ekk strong aur achh politian leader hai ham martedam tak unki sathh den,2.0,train
22220,come better gone insha allah ( ramadan mubarak muslim ummah,2.0,train
22221,accha hua yehi bet rakha aur kuch nahi rakha 😂😂,2.0,train
22222,angutha chhap desh ka pm ban sakta h kanhaiya kiu nhi besak tum jitog abhi chowkidar hi chor,0.0,train
22224,sir ji aisa hin life style amit sah ji ka bhi dikhaiy aur ho sake unka bete ka kathor mehnat ke b,1.0,train
22225,tw0 shaa allah bas dua ap ke pass amaanat hai mere allah ji se kahein meri duain jaldi se qabool karein,2.0,train
22226,pushtun kehley apni app ko problem nahi afghan ko bhool jaeo wrong number hai even pushtun afga,1.0,train
22228,usman1 hello sir g os ne khud giriftari di hai lanat tmare media par tmari ye munafiqat pashtoon qoom kbi na,0.0,train
22231,say janii thankuu sooo much / love u pyari sisoo 😘😍😊❤❤ nan,2.0,train
22232,sound good hayi realli doe n't ani bad song leehi24degre,2.0,train
22235,pm modi ji keval ek achh pradhaan sewak hi nahi balki ek bahut achh trainer bhi hai unhon apn iss dusar term,2.0,train
22236,happi birthday dost 🎈🎂🎈🎂🎈🎂🎈🎂🎂 tumar tweet superbtumari dosti superb tumari soch superb 🎈🎂,2.0,train
22237,congretul bharat ham sindhi nation ki taraf se sain narendra modi ji sare bharat ko mubarak dete hen ume k nan,2.0,train
22238,sir main rrb je ka form bhart wakt pass date galat bhar diya tha usk sudhar k liy kya karna hoga krip nan,2.0,train
22239,love peopl underestim pleas stop actual encourag better get nan,2.0,train
22240,inhi jese diplomat ki wajah se peac establish nhi ho paata kabhi nan,0.0,train
22243,lol whi fight bro talk darululoom deoband hadd hai mujh pe gussa nikaal rahe ho j,0.0,train
22245,abhi sarkar bani bhi nahi ki kashmir ki algawvadi neta ka press releas aa gaya ki agar 370 35…,2.0,train
22246,icc world cup celebr spirit cricket truli global anthem togeth 🏏 * way way * 🏏…,1.0,train
22248,aur wais bhi world cup aa raha hai aapk news channel toh dekheng nahi jab tak world cup ayega aap sabhi channel,1.0,train
22250,uttar joota maar joota desh ke gaddar isi ke kutt maderchod ambani ki tatti chatn wale harami evm de peda hue gad,0.0,train
22251,practic plan ki jaggah ye paenyakkian krti hain ye bc ilzam saara captain py,0.0,train
22255,pehl tou mazak mazak hoti thi toni 's death past three day ive cri nonstop nan,1.0,train
22258,tum jais aanhd bhakat yahe ker sakt hai khud jawab deng nahi bus dusr pucht rahe hai,0.0,train
22259,mai ishwar ki kasam khaya hoon desh ko bech doonga ambani se mil ke evm program ko chhupa ke rakhoonga,1.0,train
22260,ab kissi se bhi madad talab karo chahay modi se ya daddo trump se ab kuch nahi hoga kyunki allah ki,0.0,train
22261,tum dono mei gond lagi hai kya jo chipk reht hoalag hi nahi hote papa slowli see & realis closel,1.0,train
22263,vodafon walo k internet ko dekh k ye nhi smjh ata ye vodafon supernet 4g likh k hme tasal dete h ya khud ko 🤔 nan,0.0,train
22264,caus peopl want modi want hindu rashtra padhai likhai karn se kya hoga c,0.0,train
22265,jayesh zyada bara nahi bolna chahiy phir afridi akhir chakkay mar k mood kharab ker deta 🤣🤣 nan,1.0,train
22266,acchedin andhera din congrat india nan,0.0,train
22267,tipsforfarmersbystramrahim good morn guru g give us power 2 sewa simran parmarth nd complet mission nan,2.0,train
22268,evm jb tk h bjp ko haran wala koi nhi h nan,0.0,train
22272,uss é*,1.0,train
22273,tum kabhi nahi sudhrog fact check fir bat kar chutiy nan,0.0,train
22275,ekbaarfirmodisarkar badhai ho bharat ke 16th prime minist honour modiji aaj desh dhanya hua nan,2.0,train
22276,voic ❤️ lag da nai man minu rab di qasam < 3,1.0,train
22277,accha toh tum ho allah ke band warna aajkal log maant nhi mytholog samajht h nan,1.0,train
22279,good night take care myhh bewafaa sardaar jiii 💖💖 zinnn waaley amaz dream 🙈😌💖💖💖,2.0,train
22281,worldnotobaccoday soo nari jari kare surapan soo baar ek chilm hukka bhare vo doob kali dhaar sin person nan,2.0,train
22287,pappu tu nahi sudharn wala need fight bjp n't want work wi,0.0,train
22288,bahut bahut badhai ji pradhan mantri ji ke new india banan mein aapk mantralaya ka bahu,2.0,train
22289,may sabs pahl mai pradhan mantri narendra modi ji ko tahe dil se badhai,2.0,train
22290,sng jaan 5 saal bahan mark bachi ab koi option hi nhi hai sikhn ke alava 😭😭😭 meri frustrat ni,0.0,train
22291,arvind kejriw ji swara ko ek ticket dena plz kitni mehnati karti hai,1.0,train
22295,thin sweet ok know better take might sasur nan,1.0,train
22296,bjp assam jindabad modi ji jindabad sanow ji jindabad hindustan jindabad jai aai axom,2.0,train
22299,biostatist le dimag hang banyo hate math 🤯🤯 nan,0.0,train
22300,matshela abb one world 's major elec eng compani undertak r2bn contract,1.0,train
22302,hindustan kisi ki bap ki nahi jo ye kahe kerayedar ye hisedar kaya tumh pata nahi mushalman ne,1.0,train
22303,woo hoo 's one thing make gold 's promot sens communiti,2.0,train
22306,saal kaudi ke aadmi hafeez saye ke pill anti-hindu anti-indian kasam se itni bakwa agar,0.0,train
22307,like & comment 😥😐🤨 tu sab ko krta hn 😰,1.0,train
22309,digvijay singh gadar batla rakshak tere pas kutta hai tuo tu oo se `` bafadari `` sikhl kutta bhi jis thali mey k,0.0,train
22315,bs jhuth faila lo desh 2014 evm kisk control thi desh juth failana band kr nan,0.0,train
22316,sharma amd hahahahahaha ab bhul gye abhisar,2.0,train
22320,sahi bat bole sirjijabtak hatayeng nahi vika nahi hoga tourism ko badhawaaur hindustan ka koibhi,1.0,train
22321,uditraj bhai sahab sayad ap bhul rhe sbse jyada ip ia,1.0,train
22322,na88 teri maa ko lun ek rs ki corrupt teray leader k baapon yani k napak fauj k general ko nahi mili tu,0.0,train
22326,yeh sale punjabi logo ne kabjaa kar rakh hai bcci aur cricket par koi aur state ka aa hi nahi,0.0,train
22330,dust hi r west bengal mp modi ji ko sab hi aur 🙏 kart hai wann give dem support,2.0,train
22332,nigam sonu ji thank appreci els concert kar lo bulana jaror nan,2.0,train
22333,congratul sir congo us elect imandaar chowkidar love u dear pm god bless u long live nan,2.0,train
22334,gee gabrielpicolo thank much ! ! ! !,2.0,train
22336,sheikh yes serious hamey insai bhtt pyar hai 😡😑 nan,2.0,train
22339,happi birthday bhiya wish best ongo ind,2.0,train
22340,ye karya sirf sawark ji ko naman karn se poorn nahi hoga professor sahab sawark ji jais de,1.0,train
22342,amit shah ji ke home minist ban ne se tum jais left liber ki gaand fati padi hai ye kyu nhi ke,0.0,train
22343,bilkul imran bhai aag badht rehna hai 👍👍 allah aap ko aur mazbut bana raha haitaak aag aan waali,2.0,train
22344,jay modi raj super talent differ abl artist paint pm modi use toe,2.0,train
22348,jivo c * nt win life x nan,1.0,train
